spring_id,model,horizon,nse,mae,rmse,smape,emissions [kg CO₂],energy [kWh]
395434,BASELINE,4,0.5708840745498375,0.05138114319346892,0.07775267232944656,7.723459810487015,4.032378931284358e-06,3.638937056712593e-05
395483,BASELINE,1,0.7441432788567566,0.012628507423951312,0.02416561535039843,6.56761240173261,3.823964332518591e-06,3.4508576079473264e-05
395483,BASELINE,2,0.6760552075307283,0.014625394622027063,0.02713307990207905,7.67008426134137,3.823964332518591e-06,3.4508576079473264e-05
395483,BASELINE,3,0.5024118116819413,0.017196169004500987,0.03643226347168942,8.83264353431297,3.823964332518591e-06,3.4508576079473264e-05
395483,BASELINE,4,0.3566741216967725,0.019922151495417182,0.0452695427844038,9.998467771762583,3.823964332518591e-06,3.4508576079473264e-05
395509,BASELINE,1,0.8472227015422303,0.01530863987969046,0.0300488501670872,10.60536527923964,4.032718287086155e-06,3.6392433013447594e-05
395509,BASELINE,2,0.8056654922448853,0.017683494181713055,0.034016781170589934,12.368145828578244,4.032718287086155e-06,3.6392433013447594e-05
395509,BASELINE,3,0.7657394451835935,0.01982903554124247,0.037427186457342984,13.975063213665832,4.032718287086155e-06,3.6392433013447594e-05
395509,BASELINE,4,0.726472549790127,0.021723310053189067,0.040487062422293704,15.413295790285916,4.032718287086155e-06,3.6392433013447594e-05
395541,BASELINE,1,0.7686041308902021,0.0242903423615424,0.03660394875052953,32.30554429132012,3.987803642030943e-06,3.5987110078610106e-05
395541,BASELINE,2,0.7171621902854817,0.027353825175238693,0.04056149433061665,37.02984421833174,3.987803642030943e-06,3.5987110078610106e-05
395541,BASELINE,3,0.6730152136174797,0.029868311774940502,0.04368590399698764,41.069692122184875,3.987803642030943e-06,3.5987110078610106e-05
395541,BASELINE,4,0.6309462226695488,0.03219661924125998,0.0465141757530964,44.72140691425739,3.987803642030943e-06,3.5987110078610106e-05
395582,BASELINE,1,0.5801673638383228,0.0013527159097927392,0.0020894607354550766,45.48166964573535,3.815111197471586e-06,3.442868279131851e-05
395582,BASELINE,2,0.486702883015788,0.0015227229070983225,0.002309614865745051,48.887982777613445,3.815111197471586e-06,3.442868279131851e-05
395582,BASELINE,3,0.40273804713030426,0.0016834274978314776,0.0024909626409391505,52.41017852908475,3.815111197471586e-06,3.442868279131851e-05
395582,BASELINE,4,0.32075094420110273,0.00184000338704977,0.002655473058850882,55.792479037690356,3.815111197471586e-06,3.442868279131851e-05
395731,BASELINE,1,0.9221323587991789,0.002376255172639464,0.004130013783475723,7.161754958452373,3.8680361529498694e-06,3.4906293117621464e-05
